journal_line_id,entry_number,entry_date,reference_type,reference,entry_description,line_description,debit_amount,credit_amount,product_code
43f3105c-b0c1-4287-9596-5f31f51cac1a,JE0623,2025-09-21,financing_disbursement,JV-LCI016,"Purchased resale items for Mr. Nuhzatullah Zaheer's shop on Murabaha for 12 months, on 18% profit margin.","Purchased resale items for Mr. Nuhzatullah Zaheer's shop on Murabaha for 12 months, on 18% profit margin.",18904.00,0.00,
3be6eb8b-39a8-4ba5-b5aa-e31f3b7e524a,JE0624,2025-09-21,financing_disbursement,JV-LCI017,"Purchased resale items for Mr. Mujeeb ul Rahman Safi on Murabaha for 12 months, on 18% profit margin","Purchased resale items for Mr. Mujeeb ul Rahman Safi on Murabaha for 12 months, on 18% profit margin",17700.00,0.00,
10a5c1c7-f4d0-4735-912c-409572bc9a21,JE0625,2025-09-21,financing_disbursement,JV-LCI018,"Purchased resale items for Mr. Mujeeb ul Rahman Safi on Murabaha for 12 months, on 18% profit margin.","Purchased resale items for Mr. Mujeeb ul Rahman Safi on Murabaha for 12 months, on 18% profit margin.",24146.00,0.00,
4996f9bc-3e80-4e29-8347-1676d6e5bd9a,JE0626,2025-09-21,financing_disbursement,JV-LCI019,"Purchased inventory items for resale for Mr. Ayoub Khan Shinwari, for 12 months, on 18% profit margin.","Purchased inventory items for resale for Mr. Ayoub Khan Shinwari, for 12 months, on 18% profit margin.",14160.00,0.00,
aaf33bde-6a55-4574-a610-6b3d031eaf5c,JE0627,2025-09-21,financing_disbursement,JV-LCI020,"Purchased inventory items for resale for Mr. Naqeebullah Hamdard, for 12 months, on 18% profit margin.","Purchased inventory items for resale for Mr. Naqeebullah Hamdard, for 12 months, on 18% profit margin.",17700.00,0.00,
046361d3-c740-4918-b7c4-4efe9fc9034f,JE0628,2025-09-21,financing_disbursement,JV-LCI021,"Purchased Crockery equipment for Mr. Hewad Salarzai, for 21 months, on 18% profit margin.","Purchased Crockery equipment for Mr. Hewad Salarzai, for 21 months, on 18% profit margin.",817327.00,0.00,
d0f4d945-8906-497b-93ac-571d0d3600b1,JE0629,2025-09-21,financing_disbursement,JV-LCI022,"Purchased small track for Mr. Imal Khan Salarzai, for 21 months, on 18% profit margin.","Purchased small track for Mr. Imal Khan Salarzai, for 21 months, on 18% profit margin.",365800.00,0.00,
891c856a-7266-496e-9a7f-80478e4a51e0,JE0632,2025-09-22,financing_disbursement,JV-LCI023,"Purchased cold drink and some other resale items for Mr. Naseerullah Safi, for 12 months, on 18% profit margin.","Purchased cold drink and some other resale items for Mr. Naseerullah Safi, for 12 months, on 18% profit margin.",18880.00,0.00,
0649b8d0-2777-486b-84ac-5c4e11851b7d,JE0633,2025-09-22,financing_disbursement,JV-LCI024,Imported entry,,413000.00,0.00,
e0690d72-2176-47b8-a09a-ef8a862a973d,JE0634,2025-09-22,financing_disbursement,JV-LCI025,Imported entry,,70776.40,0.00,
d5bc0e1a-def2-454d-a198-b693ae0955b4,JE0645,2025-09-23,financing_disbursement,JV-LCI026,Imported entry,,765820.00,0.00,
42eb296e-cf18-4205-8fef-9e7ca3f34717,JE0646,2025-09-23,financing_disbursement,JV-LCI027,Imported entry,,121546.00,0.00,
251d1edc-37c0-4ada-8c6c-b8d8f6f2f334,JE0647,2025-09-23,financing_disbursement,JV-LCI028,Imported entry,,118000.00,0.00,
030911db-3ecb-4ce3-974b-1fc858446b7f,JE0648,2025-09-23,financing_disbursement,JV-LCI029,Imported entry,,59000.00,0.00,
5862b1fa-b3b5-43d1-b83e-eb356a7d14e6,JE0649,2025-09-23,financing_disbursement,JV-LCI030,Imported entry,,118035.00,0.00,
66bff4a7-27d4-4ee8-a0c0-0b7aa97cfb73,JE0650,2025-09-23,financing_disbursement,JV-LCI031,Imported entry,,117162.00,0.00,
8c943d8a-6187-4417-97b2-f6561afa11d3,JE0655,2025-09-25,financing_disbursement,JV-LCI032,Imported entry,,31311.00,0.00,
d4ce0729-914f-44cf-8ee1-d1accd5819e7,JE0662,2025-09-27,financing_disbursement,JV-LCI033,Imported entry,,85196.00,0.00,
95962539-e420-4acc-9ac4-e5f09ac66cf4,JE0672,2025-09-28,financing_repayment,JV-R-007,Imported entry,,0.00,2520.00,
57678b84-2250-4396-b63f-6ab0948938e0,JE0677,2025-09-29,financing_repayment,JV-R-008,Received the first and second installments together but shorter with 81 Afghani,Received the first and second installments together but shorter with 81 Afghani,0.00,13688.00,
3c89ef55-7ff7-4c1f-bae5-41683759bf32,JE0688,2025-10-02,journal_entry,JV-JV-647,Paid for taxi used by Liaqat to bring documents sent by Jalalabad,Paid for taxi used by Liaqat to bring documents sent by Jalalabad,0.00,1210.00,
0d9b63a9-9628-4e47-bbb9-e8823e990383,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,2080.00,
326a9537-f0f4-487c-ba48-0a3218e62fb6,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,12476.00,
7946d4da-bc58-4974-8331-f530e687e2f7,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,12476.00,
8cc3c9ee-de60-479a-8694-370a3fe8e348,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,12476.00,
b4cd0185-65a8-4103-a90b-8fd0e0935118,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,13206.00,
e44322df-c9a3-4408-b4e5-135f43808d80,JE0708,2025-10-08,journal_entry,JV-JV-667,Salary for the month of Sep 2025 Paid,Salary for the month of Sep 2025 Paid,0.00,17938.00,
37da80fd-741b-4a35-869a-1a5416172cb7,JE0746,2025-10-19,journal_entry,JV-JV-705,Paid for the drinking water,Paid for the drinking water,0.00,1480.00,
46a7de3a-968c-442d-8dd2-6801dcc262bb,JE0746,2025-10-19,journal_entry,JV-JV-705,Paid for the drinking water,Paid for the drinking water,0.00,2070.00,
6f6fb3d3-01df-4bd2-ab7e-1207acf7c7c7,JE0746,2025-10-19,journal_entry,JV-JV-705,Paid for the drinking water,Paid for the drinking water,0.00,1480.00,
bd41ec88-0182-46bb-8f1c-6471a5c2f1c1,JE0746,2025-10-19,journal_entry,JV-JV-705,Paid for the drinking water,Paid for the drinking water,0.00,1580.00,
fa7ede47-f5bb-4269-986e-5c77ff8100fe,JE0746,2025-10-19,journal_entry,JV-JV-705,Paid for the drinking water,Paid for the drinking water,0.00,7000.00,
2641fc55-162f-4007-bcdf-03fc8a2fbda4,JE0751,2025-10-20,journal_entry,JV-JV-710,"Paid for the lunch expense, tissue paper, air fresher, and drinking water","Paid for the lunch expense, tissue paper, air fresher, and drinking water",0.00,1180.00,
65e1cac2-be3e-4577-bc52-1abbbc6ff1b9,JE0751,2025-10-20,journal_entry,JV-JV-710,"Paid for the lunch expense, tissue paper, air fresher, and drinking water","Paid for the lunch expense, tissue paper, air fresher, and drinking water",0.00,1980.00,
9a83c9d9-6a62-49ba-894f-8579acd3a958,JE0751,2025-10-20,journal_entry,JV-JV-710,"Paid for the lunch expense, tissue paper, air fresher, and drinking water","Paid for the lunch expense, tissue paper, air fresher, and drinking water",0.00,7000.00,
114ed827-15df-49a1-9b3e-289bf0fd374d,JE0759,2025-10-21,financing_disbursement,JV-LCI034,Sold floor on margin for Mr. Hanifullah Tanweer for 12 months on 18% profit margin.,Sold floor on margin for Mr. Hanifullah Tanweer for 12 months on 18% profit margin.,41300.00,0.00,
0d29b7f2-213e-47c6-97db-893c99f4be55,JE0760,2025-10-21,financing_disbursement,JV-LCI035,Sold floor on Murabaha for Mr. Hameedullah Alokozay for 12 months on 18% profit margin.,Sold floor on Murabaha for Mr. Hameedullah Alokozay for 12 months on 18% profit margin.,29500.00,0.00,
844762a6-aa7e-4260-b392-7cbc646fce90,JE0761,2025-10-21,financing_disbursement,JV-LCI036,Imported entry,,35400.00,0.00,
d755c895-54b3-4c2a-8aa9-7297031beb62,JE0767,2025-10-24,journal_entry,JV-JV-723,Office rent prepaid for the month of Mezan 1404,Office rent prepaid for the month of Mezan 1404,0.00,1580.00,
6f64d0a2-cf2b-4f0f-a0a3-18d8599447b7,JE0772,2025-10-25,journal_entry,JV-JV-728,Paid for the day food expense,Paid for the day food expense,0.00,31909.00,
aa06c40e-e2e0-4536-8ee7-5c72e3a1cf41,JE0772,2025-10-25,journal_entry,JV-JV-728,Paid for the day food expense,Paid for the day food expense,0.00,19667.00,
aec5c108-c87f-4b92-ab49-91ec16897692,JE0772,2025-10-25,journal_entry,JV-JV-728,Paid for the day food expense,Paid for the day food expense,0.00,8103.00,
8387d758-cad4-417c-a1db-34e05b39eee9,JE0773,2025-10-26,financing_disbursement,JV-LCI037,Sold Kids' Cloths on Murabaha to Mr. Naseer Jan Kashmiri for 15 months on 18% profit margin.,Sold Kids' Cloths on Murabaha to Mr. Naseer Jan Kashmiri for 15 months on 18% profit margin.,35400.00,0.00,
09f6d916-6f8e-4d96-96f1-56eeb9faa7b3,JE0774,2025-10-26,financing_disbursement,JV-LCI038,Sold Grocery Items on Murabaha to Mr. Mustafa Khairkhwa for 15 months on 18% profit margin.,Sold Grocery Items on Murabaha to Mr. Mustafa Khairkhwa for 15 months on 18% profit margin.,23600.00,0.00,
a08a6ea8-f0b1-4d8a-bb17-c0c9f6e829d3,JE0781,2025-10-27,journal_entry,JV-JV-735,Paid for the lunch expense,Paid for the lunch expense,0.00,2520.00,
0b401e7a-5efa-4299-adec-b827d6327b50,JE0782,2025-10-27,journal_entry,JV-JV-736,First installment paid by Layeq Ashna,First installment paid by Layeq Ashna,0.00,7869.00,
5c517b8b-3b5e-4954-977a-d97b4fb457cd,JE0782,2025-10-27,journal_entry,JV-JV-736,First installment paid by Layeq Ashna,First installment paid by Layeq Ashna,0.00,7811.00,
d211f665-31c0-4354-8fc2-376483da047a,JE0795,2025-11-02,journal_entry,JV-JV-749,Paid for taxi used by Gulzar to bring cash,Paid for taxi used by Gulzar to bring cash,0.00,2610.00,
26ba78ad-50b7-4064-861d-efa072e0e5a3,JE0808,2025-11-08,journal_entry,JV-JV-762,Paid for the staff lunch expense,Paid for the staff lunch expense,0.00,1210.00,
c486d6b1-cb70-444e-8908-bbe24c5a57da,JE0812,2025-11-09,journal_entry,JV-JV-766,Salary paid for the month of Oct 2025,Salary paid for the month of Oct 2025,0.00,3030.00,
f2d42595-2ed5-42bf-a8fa-f42abd1cdf7d,JE0812,2025-11-09,journal_entry,JV-JV-766,Salary paid for the month of Oct 2025,Salary paid for the month of Oct 2025,0.00,1050.00,
f612120a-2d52-441a-bca3-e5614f5bd296,JE0829,2025-11-15,financing_disbursement,JV-LCI039,"Purchased Grocery and drinks items on Murabaha to Mr. Rahimullah Shinwari for 12 months, monthly installments, on 16% profit margin.","Purchased Grocery and drinks items on Murabaha to Mr. Rahimullah Shinwari for 12 months, monthly installments, on 16% profit margin.",21460.00,0.00,
b7b054fd-1a82-4400-bb2e-a5af060cd9d8,JE0830,2025-11-15,financing_disbursement,JV-LCI040,"Purchased Medicine on Murabaha to Mr. Anwarulhaq Sana for 12 months, monthly installments, on 16% profit margin.","Purchased Medicine on Murabaha to Mr. Anwarulhaq Sana for 12 months, monthly installments, on 16% profit margin.",22040.00,0.00,
bc2441db-2ad4-4db1-b3e0-511ef84bb4f6,JE0831,2025-11-15,financing_disbursement,JV-LCI041,"Purchased Grocery and drinks items on Murabaha to Mr. Rahimullah Mamoond for 12 months, monthly installments, on 16% profit margin.","Purchased Grocery and drinks items on Murabaha to Mr. Rahimullah Mamoond for 12 months, monthly installments, on 16% profit margin.",22620.00,0.00,
8d6e7541-4728-4068-a153-0d2cb4ae25c7,JE0832,2025-11-15,financing_disbursement,JV-LCI042,"Purchased Grocery and drinks items on Murabaha to Mr. Hafizullah Safi for 12 months, monthly installments, on 16% profit margin.","Purchased Grocery and drinks items on Murabaha to Mr. Hafizullah Safi for 12 months, monthly installments, on 16% profit margin.",21460.00,0.00,
e8e3da90-d1e0-4de9-8d74-e88082e97310,JE0833,2025-11-15,financing_disbursement,JV-LCI043,"Purchased Grocery and drinks items on Murabaha to Mr. Dawood Mamoond for 12 months, monthly installments, on 16% profit margin.","Purchased Grocery and drinks items on Murabaha to Mr. Dawood Mamoond for 12 months, monthly installments, on 16% profit margin.",18560.00,0.00,
d0b812b6-081a-4b5d-bec4-3933e33e7a76,JE0843,2025-11-20,financing_disbursement,JV-LCI045,Imported entry,,58000.00,0.00,
5bf2ef9a-9101-49b6-954f-7ca3dc54e585,JE0844,2025-11-20,financing_disbursement,JV-LCI046,Imported entry,,58000.00,0.00,
e069940f-f234-407d-9f7f-2e39bd7750bc,JE0845,2025-11-20,financing_disbursement,JV-LCI047,Imported entry,,46400.00,0.00,
4aee17ad-6242-429d-b33d-63131ce0a163,JE0846,2025-11-20,financing_disbursement,JV-LCI048,Imported entry,,23200.00,0.00,
5d54a6c0-86ff-4166-8dc5-c3b43eb7330c,JE0847,2025-11-20,financing_disbursement,JV-LCI049,Imported entry,,81200.00,0.00,
1cc31d73-c38c-4025-99e6-4c3e71c8143f,JE0848,2025-11-20,financing_disbursement,JV-LCI050,Imported entry,,58000.00,0.00,
ea0420ef-19a4-45a5-9536-256a95723cc1,JE0849,2025-11-20,financing_disbursement,JV-LCI051,Imported entry,,58000.00,0.00,
85be2fd0-9f26-4dec-96b5-3a3f975c790f,JE0850,2025-11-20,financing_disbursement,JV-LCI052,Imported entry,,92800.00,0.00,
be0ccb72-5305-457a-9cad-65889e96e0d8,JE0851,2025-11-20,financing_disbursement,JV-LCI053,Imported entry,,58000.00,0.00,
584c0862-8f1f-46e3-ae8e-8e59d0173625,JE0852,2025-11-20,financing_disbursement,JV-LCI054,Imported entry,,34800.00,0.00,
21985752-b7c6-48ff-94ec-1e245b102eab,JE0853,2025-11-20,financing_disbursement,JV-LCI055,Imported entry,,116000.00,0.00,
790bf5d8-aa3f-4c39-828f-de83d57a0a35,JE0854,2025-11-20,financing_disbursement,JV-LCI056,Imported entry,,58000.00,0.00,
b7130306-6f2a-469d-98c7-b33280cb185f,JE0855,2025-11-20,financing_disbursement,JV-LCI057,Imported entry,,58000.00,0.00,
0b5a5467-044f-4693-a9f3-ea8f23a3cfbb,JE0856,2025-11-20,financing_disbursement,JV-LCI058,Imported entry,,104400.00,0.00,
3bab1420-d95f-4356-a637-5f807b8e8b94,JE0857,2025-11-20,financing_disbursement,JV-LCI059,Imported entry,,58000.00,0.00,
882f2fc3-0523-436b-8449-f0d2dcd610c1,JE0858,2025-11-20,journal_entry,JV-JV-792,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,0.00,2460.00,
c25d300d-347f-4ab0-9363-e2dbf559746d,JE0858,2025-11-20,journal_entry,JV-JV-792,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,0.00,2000.00,
cd5ed47a-315f-454c-8c26-98e090ca66dc,JE0858,2025-11-20,journal_entry,JV-JV-792,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,Cash Withdrawal from Azizi Bank by Latifullah Cheque # 02065401,0.00,1480.00,
5c191498-9d30-4240-8ccd-e0abd27525b2,JE0862,2025-11-20,journal_entry,JV-JV-796,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,0.00,4425.00,
bf6f1bc9-7936-46b3-8166-720dc743a022,JE0862,2025-11-20,journal_entry,JV-JV-796,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,0.00,3935.00,
c03b3847-5160-4ba1-bd9c-895fda4b6f63,JE0862,2025-11-20,journal_entry,JV-JV-796,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,Paid for taxi to Ahmad Shahir Mukhtar to collect quotations for a client from the Market,0.00,2950.00,
4aec24f2-2865-4d34-9204-4b3e46f73095,JE0865,2025-11-22,journal_entry,JV-JV-799,Cash withdrawal from AUB for loan disbursements,Cash withdrawal from AUB for loan disbursements,0.00,1180.00,
b503576e-8eea-4329-96dc-20a905ceba52,JE0865,2025-11-22,journal_entry,JV-JV-799,Cash withdrawal from AUB for loan disbursements,Cash withdrawal from AUB for loan disbursements,0.00,7820.00,
da9c821f-21da-4292-8319-c270a981c702,JE0865,2025-11-22,journal_entry,JV-JV-799,Cash withdrawal from AUB for loan disbursements,Cash withdrawal from AUB for loan disbursements,0.00,7870.00,
ecb40765-7ae7-4fe9-9a8a-c485b31601b5,JE0865,2025-11-22,journal_entry,JV-JV-799,Cash withdrawal from AUB for loan disbursements,Cash withdrawal from AUB for loan disbursements,0.00,1580.00,
065da207-81c6-48ca-9f94-ea8724f08638,JE0877,2025-11-23,financing_disbursement,JV-LCI060,Imported entry,,0.00,1980.00,
5202b5c8-76f6-458c-a8a4-16c2f4ea67d9,JE0877,2025-11-23,financing_disbursement,JV-LCI060,Imported entry,,464000.00,0.00,
07a87d8e-3334-43e6-8843-d919c35e2787,JE0879,2025-11-24,journal_entry,JV-JV-812,Paid by Mujeeb ul Rahman Safi,Paid by Mujeeb ul Rahman Safi,0.00,1480.00,
c2c3c176-b5e3-46ab-8141-34f0a107b756,JE0879,2025-11-24,journal_entry,JV-JV-812,Paid by Mujeeb ul Rahman Safi,Paid by Mujeeb ul Rahman Safi,0.00,7870.00,
1ff72ffe-6195-493a-bc60-dd8bb5a08e29,JE0892,2025-11-26,journal_entry,JV-JV-825,Paid for dinner for staff late working,Paid for dinner for staff late working,0.00,8110.00,
7379906d-03f3-4b7e-a9a0-2ead59f6c182,JE0892,2025-11-26,journal_entry,JV-JV-825,Paid for dinner for staff late working,Paid for dinner for staff late working,0.00,3450.00,
4f4342d3-3660-4915-a114-3756cdb01e81,JE0894,2025-11-27,financing_disbursement,JV-LCI061,Imported entry,,203000.00,0.00,
6045b6c3-f9db-4c2b-8458-291eb9359757,JE0895,2025-11-27,financing_disbursement,JV-LCI062,Imported entry,,348000.00,0.00,
411773ed-de40-41fe-a4d1-860a703b4e3a,JE0896,2025-11-27,financing_disbursement,JV-LCI063,Imported entry,,348000.00,0.00,
85666a3b-3ef4-4e82-b814-47efcc71a68b,JE0897,2025-11-27,financing_disbursement,JV-LCI064,Imported entry,,696000.00,0.00,
a089e029-96f9-403b-a36a-2d3c72e1b5ea,JE0898,2025-11-27,financing_disbursement,JV-LCI065,Imported entry,,104400.00,0.00,
66258241-6290-47b9-a87b-7a1931d95de8,JE0899,2025-11-27,financing_disbursement,JV-LCI066,Imported entry,,139200.00,0.00,
e6b5b2c8-c440-44d3-be20-85bf1a63f312,JE0900,2025-11-27,financing_disbursement,JV-LCI067,Imported entry,,81200.00,0.00,
aad15cab-e3fc-4fec-b0f4-c778dd22ea0b,JE0901,2025-11-27,financing_disbursement,JV-LCI068,Imported entry,,116000.00,0.00,
7e4beeb2-3c83-45ee-8043-1337be07b345,JE0902,2025-11-27,financing_disbursement,JV-LCI069,Imported entry,,58000.00,0.00,
d83522b8-2656-4da1-af8e-9ada561b2d8d,JE0903,2025-11-27,financing_disbursement,JV-LCI070,Imported entry,,104400.00,0.00,
e9e983c4-eb77-4f1f-bb18-396c20da76dc,JE0904,2025-11-27,financing_disbursement,JV-LCI071,Imported entry,,348000.00,0.00,
db0f727d-08d7-48ae-85a7-7afc9be33cf4,JE0905,2025-11-27,financing_disbursement,JV-LCI072,Imported entry,,46400.00,0.00,
f3d79afd-ecf7-4d58-aa25-dd0183bba80e,JE0906,2025-11-27,financing_disbursement,JV-LCI073,Imported entry,,34800.00,0.00,
25660b7c-3bf8-4cc7-b4b0-f47a3b484e8c,JE0907,2025-11-27,financing_disbursement,JV-LCI074,Imported entry,,139200.00,0.00,
04e90519-d97d-4465-98fb-888f4d6cb35a,JE0908,2025-11-27,financing_disbursement,JV-LCI075,Imported entry,,81200.00,0.00,
6050dc9f-52b3-4786-8a2e-195684b72903,JE0909,2025-11-27,financing_disbursement,JV-LCI076,Imported entry,,116000.00,0.00,
23fa81d5-a60d-40cb-8ed6-a1d16045b99c,JE0910,2025-11-27,financing_disbursement,JV-LCI077,Imported entry,,92800.00,0.00,
3e4fd3e9-09b3-481b-a4e3-448d51a08d81,JE0911,2025-11-27,financing_disbursement,JV-LCI078,Imported entry,,69600.00,0.00,
ccadc4e9-c94a-49ed-8dd9-5998355bcff8,JE0912,2025-11-27,financing_disbursement,JV-LCI079,Imported entry,,69600.00,0.00,
9f9646c9-49bd-4dfb-a6ed-0a91857ae03c,JE0918,2025-11-29,financing_disbursement,JV-LCI080,Imported entry,,290000.00,0.00,
f1b900af-7c11-4402-b0f0-c878efc3d5bf,JE0919,2025-11-29,financing_disbursement,JV-LCI081,Imported entry,,139200.00,0.00,
64b6c26f-03f2-4fe1-838a-eb7d3f0b41fe,JE0920,2025-11-29,financing_disbursement,JV-LCI082,Imported entry,,406000.00,0.00,
786bd099-0a7e-44b8-8555-3840abc1afd2,JE0921,2025-11-29,financing_disbursement,JV-LCI083,Imported entry,,290000.00,0.00,
8c545ae3-a8dd-4e95-ba5b-356ede8780df,JE0921,2025-11-29,financing_disbursement,JV-LCI083,Imported entry,,0.00,2520.00,
05575e74-d589-44ce-9b80-62c2ca09234c,JE0932,2025-11-30,financing_disbursement,JV-LCI084,Imported entry,,0.00,1210.00,
42a334bb-2d45-4d4e-8fd6-456db928fde7,JE0932,2025-11-30,financing_disbursement,JV-LCI084,Imported entry,,58000.00,0.00,
6e36df3e-ebe2-403a-a26f-d19da3256655,JE0940,2025-12-03,journal_entry,JV-JV-849,Staff November 2025 Salary paid,Staff November 2025 Salary paid,0.00,2360.00,
b3ae2bce-a4a9-4e90-b82c-eb09abda8b48,JE0959,2025-12-08,financing_disbursement,JV-LCI085,Imported entry,,175144.00,0.00,
